KakaoTalk Chats with 사형집행소 -CH1 (8)
Date Saved : January 22, 2023, 11:00 PM


September 21, 2022, 5:12 PM
September 28, 2022, 3:32 PM, 장동건 : 환울은 쨍쨍... 코스피는 바닥...
September 28, 2022, 3:32 PM, 이가은 : 환율 진짜 무슨 폭염주의보 내리겠음
September 28, 2022, 3:33 PM, 이가은 : 코스피는 1900대까지 갈것 같다던데
September 28, 2022, 3:37 PM, 장동건 : 8cae2fbfdbee4034bf99a39e3606e4eb45923f9c9cfe2f3e9e3ab675fd786347.jpg
September 28, 2022, 3:37 PM, 장동건 : ㅓ...
September 28, 2022, 3:37 PM, 장동건 : 이거 맞나..
September 28, 2022, 3:38 PM, 이가은 : Emoticons
September 28, 2022, 3:39 PM, 장동건 : 이게 다 대통령이 통화 스와프 기회 바이든해서 그런거..
September 28, 2022, 3:39 PM, 이가은 : 그래서 주식이 바이든했구나
September 28, 2022, 3:39 PM, 이가은 : 대한민국 경제도 바이든하고...
September 28, 2022, 3:43 PM, 장동건 : 바이든과 회담도 바이든...
September 28, 2022, 3:43 PM, 가은 : ㅅㅂㅋㄱㅋㄱㅋㄱㅋ
September 28, 2022, 3:43 PM, 가은 : 그놈의 바이든...
September 28, 2022, 3:43 PM, 강은솔 : 가은아
September 28, 2022, 3:43 PM, 강은솔 : 나 뭔가를 들었어
September 28, 2022, 3:43 PM, 가은 : ㅇㅂㅇ?
September 28, 2022, 3:43 PM, 강은솔 : 이하이랑 통화중이거든
September 28, 2022, 3:44 PM, 가은 : 그렇구나
September 28, 2022, 3:44 PM, 강은솔 : ㄴ너
September 28, 2022, 3:44 PM, 강은솔 : 어제 그 일을 말했더라구
September 28, 2022, 3:44 PM, 강은솔 : 잠결에 통화하는데
September 28, 2022, 3:45 PM, 강은솔 : 잠이 확깸
September 28, 2022, 3:45 PM, 가은 : 다행이네
September 28, 2022, 3:45 PM, 가은 : 오멘 헤드 한방
September 28, 2022, 3:45 PM, 강은솔 : 어라
September 28, 2022, 3:45 PM, 가은 : 인상 깊었어
September 28, 2022, 3:45 PM, 강은솔 : ㅋㄲㅋㅋㅋㅋㅋㅋㅋ
September 28, 2022, 4:56 PM, 장동건 : 시작하고 7초만에 3ㄷ5
September 28, 2022, 6:53 PM, 육지향 : 쟤네 말하는게 그게 아닐껄...?
September 28, 2022, 6:54 PM, 장동건 : .
September 28, 2022, 6:54 PM, 장동건 : 게임 캐 이름..
September 28, 2022, 6:54 PM, 육지향 : ㅋㅋㅋㅋ
September 28, 2022, 6:54 PM, 장동건 : ㅋㅋㅋㅋㅋㅋ
September 28, 2022, 8:05 PM, 가은 : ㄹㅇㅋㅋ
September 28, 2022, 8:06 PM, 가은 : 나 살짝 좃됨
September 28, 2022, 8:06 PM, 가은 : 아파트 독서실 잡고 공부하러 처음 왔는데
September 28, 2022, 8:06 PM, 가은 : 안에 아무도 없길래 한쪽 전등 키려다가 잘못하고 꺼버림
September 28, 2022, 8:07 PM, 가은 : 그래서 바로 두개 다시 켰는데 사람 한명 있었음....
September 28, 2022, 8:27 PM, 장동건 : ???: 따.. 땃쥐야,,,, 조때써,,,
September 28, 2022, 8:53 PM, 육지향 : ㅋㅌㅋㅋㅋㅋ
September 28, 2022, 8:55 PM, 육지향 : 독서실에 있었는데 24시간이라더니 소등된 썰 푼다..(?)
September 28, 2022, 8:58 PM, 육지향 : 이런느낌...?
September 28, 2022, 8:58 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋ
September 28, 2022, 9:03 PM, 가은 : ㅋㄱㅋㄱㅋㄱㅋㄱㅋ
September 28, 2022, 9:03 PM, 가은 : 또 모고 하나 풀고
September 28, 2022, 9:03 PM, 가은 : 배고파서 나옴
September 28, 2022, 9:03 PM, 가은 : 이러니 점수가 개판이지
September 28, 2022, 9:19 PM, 강은솔 : 잉 센세 발로란트 켜져잇어요
September 28, 2022, 9:22 PM, 장동건 : ???: 발로란트 모의고사...
September 28, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자
September 28, 2022, 10:22 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋ
September 28, 2022, 11:53 PM, 가은 : 어라
September 28, 2022, 11:53 PM, 가은 : 나 안끄고 나왔니
September 28, 2022, 11:53 PM, 가은 : 지금 밖에 안개 미쳤어
September 28, 2022, 11:53 PM, 장동건 : ㅇㅇ 6시간 찍혀있음
September 28, 2022, 11:53 PM, 가은 : 아무것도 안보여
September 28, 2022, 11:53 PM, 장동건 : 폰은 보이넹
September 28, 2022, 11:53 PM, 가은 : 이거 거리 1m도 안 되는데
September 28, 2022, 11:54 PM, 가은 : 진짜 빛빼고
September 28, 2022, 11:54 PM, 가은 : 아무것도 안보앰
September 28, 2022, 11:54 PM, 가은 : 시바 개무섭네
September 28, 2022, 11:54 PM, 강은솔 : 호옹
September 28, 2022, 11:54 PM, 강은솔 : 이제 집가는구나
September 28, 2022, 11:54 PM, 가은 : 와...
September 28, 2022, 11:54 PM, 가은 : 뭔일이냐 이거
September 28, 2022, 11:55 PM, 가은 : 거의 뭐 엑시튼데

September 29, 2022, 12:00 AM
September 29, 2022, 12:00 AM, 육지향 : ㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇ
September 29, 2022, 12:00 AM, 육지향 : 진짜 11시에 학원에서 나왔는데
September 29, 2022, 12:00 AM, 육지향 : 미쳤었암
September 29, 2022, 12:00 AM, 육지향 : 음
September 29, 2022, 12:01 AM, 육지향 : 난 뭐 방구차 지나간건줄,, 약간 자연적으로 생겼다기보단 인공적으로 만들어놓은 느낌..
September 29, 2022, 12:05 AM, 가은 : 진짜로
September 29, 2022, 12:05 AM, 가은 : 나 집에 들어갔다가
September 29, 2022, 12:05 AM, 가은 : 집 가자마자 분리수거 한다고
September 29, 2022, 12:05 AM, 가은 : 끌려나왔거든?
September 29, 2022, 12:06 AM, 가은 : 밖에서 두터운 경보음마냥 이상한 소리 들리고
September 29, 2022, 12:06 AM, 가은 : 쌔하얘서 암것도 안보임ㅋㅋㅋㅋㅋ
September 29, 2022, 12:07 AM, 육지향 : ㅋㅋㅋㅋㅋㅋ 진짜 학원 나오고나서 애들이랑 처음으로 한 말이
September 29, 2022, 12:07 AM, 육지향 : 요즘도 방구차 지나가나? 이거였음
September 29, 2022, 12:07 AM, 육지향 : ㅋㅋㅋㅋㅋ
September 29, 2022, 12:08 AM, 가은 : <Video Unread>
September 29, 2022, 12:08 AM, 가은 : 뭐냐 이 거미 똥꾸멍 찢어질만한 길이의 거미줄은
September 29, 2022, 12:08 AM, 육지향 : 오 ㄹㅈㄷ
September 29, 2022, 12:08 AM, 육지향 : 뭔가 탄탄해보야
September 29, 2022, 12:08 AM, 가은 : 쌔하얘서 가로등 빛으로 흐리게 보여가지고
September 29, 2022, 12:08 AM, 가은 : 가까이 갔더니 ㅈㄴ 긴 거미줄임
September 29, 2022, 12:09 AM, 가은 : 뭐야 시바 머리 위에도 길에 있어
September 29, 2022, 12:09 AM, 가은 : 시ㅏ 존나 무서워요
September 29, 2022, 12:09 AM, 가은 : 살려주세요
September 29, 2022, 12:09 AM, 육지향 : ㅋㅋㅋㅋㅋㅋ 얼른 들가세요
September 29, 2022, 12:10 AM, 육지향 : 그 뭐냐 토스 카드 옴..?
September 29, 2022, 12:11 AM, 가은 : ㄴㄴ
September 29, 2022, 12:12 AM, 가은 : <Video Unread>
September 29, 2022, 12:24 AM, 장동건 : 그거 사이퍼 트랩...
September 29, 2022, 12:24 AM, 장동건 : 칼로 조심히 부수고 지나가..
September 29, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
September 29, 2022, 8:40 AM, 가은 : 이러네ㅋㅋㅋㅋㅋ
September 29, 2022, 8:43 AM, 가은 : 음 향긋하고 족같은 아침향기
September 29, 2022, 8:44 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
September 29, 2022, 8:44 AM, 육지향 : 얼릉 와
September 29, 2022, 8:44 AM, 가은 : 봇도림
September 29, 2022, 8:44 AM, 가은 : 복도
September 29, 2022, 8:44 AM, 가은 : 임
September 29, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

September 30, 2022, 7:30 AM
September 30, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
September 30, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

October 1, 2022, 1:02 AM
October 1, 2022, 1:02 AM, 장동건 : 5155dde84db6e548b098518f091b54e311c99b586f3d70d8ed37210522d65895.jpg
October 1, 2022, 1:02 AM, 장동건 : 키캡 자랑ing..
October 1, 2022, 1:06 AM, 장동건 : 아주 맨족중
October 1, 2022, 1:07 AM, 이가은 : 이제는 ed가 되었군
October 1, 2022, 1:07 AM, 장동건 : be 자랑ed
October 1, 2022, 1:07 AM, 이가은 : 또 지금은 had ed
October 1, 2022, 1:07 AM, 장동건 :  아니지
October 1, 2022, 1:07 AM, 장동건 : 과거까지 한게 아니라
October 1, 2022, 1:07 AM, 장동건 : 지금도 위에서는 하고 있으니
October 1, 2022, 1:07 AM, 장동건 : be ed 아닐까
October 1, 2022, 1:08 AM, 장동건 : ㅏ 그냥 be ing인가
October 1, 2022, 1:08 AM, 이가은 : 그건 have ed...
October 1, 2022, 1:08 AM, 장동건 : 그런가
October 1, 2022, 1:08 AM, 이가은 : 현재완료 말하는거 아님?
October 1, 2022, 1:08 AM, 장동건 : ㅇㅇ
October 1, 2022, 1:08 AM, 장동건 : 뇌가 지금 과학, 사회에 절여저서
October 1, 2022, 1:08 AM, 이가은 : 그럼 ㅇㅇ
October 1, 2022, 1:08 AM, 장동건 : 좀 이상함
October 1, 2022, 1:09 AM, 이가은 : 배아가 태아 되는데 걸리는 기간?
October 1, 2022, 1:10 AM, 장동건 : Emoticons
October 1, 2022, 1:10 AM, 이가은 : ㄲㅋㄱㅋㅋㄱㅋㅋㄱ
October 1, 2022, 1:10 AM, 이가은 : 근데 궁금한게
October 1, 2022, 1:10 AM, 이가은 : 이런건 개인차 없나
October 1, 2022, 1:10 AM, 장동건 : 이거?
October 1, 2022, 1:10 AM, 이가은 : 뭐 그런거
October 1, 2022, 1:10 AM, 장동건 : 이런것들은
October 1, 2022, 1:11 AM, 장동건 : Base-DNA에 있는거라
October 1, 2022, 1:11 AM, 이가은 : 막 10주만에 태아되고 이런거 없나
October 1, 2022, 1:11 AM, 장동건 : 사람이라면 비슷할거임
October 1, 2022, 1:11 AM, 장동건 : 그리고 그게 된다면
October 1, 2022, 1:11 AM, 장동건 : 눈이 3개인 사람이 있을수 있음
October 1, 2022, 1:11 AM, 이가은 : 있음
October 1, 2022, 1:12 AM, 장동건 : 아니
October 1, 2022, 1:12 AM, 장동건 : 그건 맞지
October 1, 2022, 1:12 AM, 장동건 : 근데
October 1, 2022, 1:12 AM, 이가은 : ㅋ
October 1, 2022, 1:12 AM, 장동건 : 내가 얘기하고픈건 
October 1, 2022, 1:12 AM, 장동건 : 일반적인 케이스가 아니란거임
October 1, 2022, 1:13 AM, 이가은 : 그렇긴해
October 1, 2022, 1:13 AM, 장동건 : 근데 이렇게 되면
October 1, 2022, 1:13 AM, 장동건 : 미숙아로 태어나서
October 1, 2022, 1:13 AM, 장동건 : 아마 
October 1, 2022, 1:13 AM, 이가은 : 10주만에 태아되고
October 1, 2022, 1:13 AM, 장동건 : 세상의 빛을 못 보지 않을까..
October 1, 2022, 1:14 AM, 이가은 : 280일후에 태어나면 되지
October 1, 2022, 1:14 AM, 장동건 : 산부인과 의사가 그걸 보고만 있을까
October 1, 2022, 1:14 AM, 이가은 : 문제없으면 뭐...
October 1, 2022, 1:14 AM, 이가은 : 그럴수도
October 1, 2022, 1:15 AM, 장동건 : 뭐...
October 1, 2022, 1:15 AM, 장동건 : 아무튼
October 1, 2022, 1:15 AM, 장동건 : 내 키캡 예쁘지
October 1, 2022, 1:15 AM, 장동건 : ?
October 1, 2022, 1:16 AM, 이가은 : 아 예 뭐
October 1, 2022, 1:16 AM, 이가은 : 깔끔하네
October 1, 2022, 1:16 AM, 양유준 : 새로 산 거임?
October 1, 2022, 1:16 AM, 장동건 : 우리 엄마가 저거 보더니
October 1, 2022, 1:16 AM, 장동건 : ㅇㅇ
October 1, 2022, 1:16 AM, 장동건 : 뭐 ㅏㄱ인도 없는거 쓰냐고 ㅋㅋㅋ
October 1, 2022, 1:16 AM, 이가은 : 되게 심하게 깔끔하네
October 1, 2022, 1:16 AM, 장동건 : 그래서 내가 좋아함
October 1, 2022, 1:16 AM, 양유준 : ㅋㅋㅋㅋㅋㅋㅋㅋ
October 1, 2022, 1:17 AM, 이가은 : ㅋㄲㄱㅋㅋㄲㅋㄱㅋ
October 1, 2022, 1:17 AM, 장동건 : 키캡 아래 스위치도 없음
October 1, 2022, 1:17 AM, 양유준 : 미친 글자가 없구나
October 1, 2022, 1:17 AM, 장동건 : ㅇㅇㅇㅇㅇㅇㅇㅇ
October 1, 2022, 1:17 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
October 1, 2022, 1:17 AM, 이가은 : ㅋㅋㅋㄱㅋㅋㄲㅋㅋㅋㅋㄱㅋㅋ
October 1, 2022, 1:17 AM, 장동건 : 옆에 숫자부분도 없음
October 1, 2022, 1:17 AM, 장동건 : 약간 절대음감마냥
October 1, 2022, 1:17 AM, 장동건 : 외워서 쳐야함
October 1, 2022, 1:17 AM, 이가은 : 천잰듯 
October 1, 2022, 1:17 AM, 장동건 : 고마워
October 1, 2022, 1:17 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
October 1, 2022, 1:17 AM, 이가은 : 너 말고
October 1, 2022, 1:18 AM, 이가은 : 네 손가락
October 1, 2022, 1:18 AM, 장동건 : 넘모해
October 1, 2022, 1:18 AM, 장동건 : 내 손가락이 "고마워"라고 친거임
October 1, 2022, 1:18 AM, 장동건 : 이건 내 뇌가 명령한거고
October 1, 2022, 1:18 AM, 이가은 : 아하!
October 1, 2022, 1:18 AM, 장동건 : 자 여기서 문제
October 1, 2022, 1:18 AM, 양유준 : 글자를 안 써서 예산 절감한거네
October 1, 2022, 1:18 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
October 1, 2022, 1:18 AM, 이가은 : 음성인식인줄
October 1, 2022, 1:18 AM, 장동건 : 이게 더 비쌈
October 1, 2022, 1:18 AM, 장동건 : 이건 척수반사일까요
October 1, 2022, 1:18 AM, 장동건 : 아니 뭐래니
October 1, 2022, 1:18 AM, 장동건 : 무조건반사일까요
October 1, 2022, 1:18 AM, 장동건 : 조건반사일까요
October 1, 2022, 1:19 AM, 이가은 : 뭐야 시험범위 아님
October 1, 2022, 1:19 AM, 장동건 : 복습
October 1, 2022, 1:19 AM, 양유준 : 조건 반사
October 1, 2022, 1:19 AM, 이가은 : 본능적으로 치는거니까
October 1, 2022, 1:19 AM, 이가은 : 무조건이라고 하자
October 1, 2022, 1:19 AM, 양유준 : 학습된 거 잖아
October 1, 2022, 1:19 AM, 이가은 : 라마는 다른 생물이라
October 1, 2022, 1:19 AM, 이가은 : 그
October 1, 2022, 1:20 AM, 이가은 : 이게 본능이래
October 1, 2022, 1:20 AM, 양유준 : 라마도 척수는 있어
October 1, 2022, 1:20 AM, 장동건 : 몰랐구나
October 1, 2022, 1:20 AM, 장동건 : 나 손에도 뇌 있음
October 1, 2022, 1:20 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋ
October 1, 2022, 1:20 AM, 이가은 : 쟤 척수대신 전선있음
October 1, 2022, 1:20 AM, 양유준 : 손의 반응이 빠르겠네
October 1, 2022, 1:20 AM, 이가은 : 그렇겠네
October 1, 2022, 1:21 AM, 양유준 : 근데 이러면 바가지 아니야?
October 1, 2022, 1:21 AM, 이가은 : 아니지
October 1, 2022, 1:21 AM, 이가은 : 글자가 없는게 더 희소성 있잖음
October 1, 2022, 1:21 AM, 이가은 : 희소성과 가격은 비례함
October 1, 2022, 1:22 AM, 장동건 : 바가지라기보다는
October 1, 2022, 1:22 AM, 장동건 : 그 얼어죽을 감성값임
October 1, 2022, 1:23 AM, 이가은 : 감성값 중요하지
October 1, 2022, 1:23 AM, 양유준 : 그럼 난 금속활자 컴퓨터를 만들어야 겠다
October 1, 2022, 1:23 AM, 이가은 : 오 좋은데
October 1, 2022, 1:23 AM, 이가은 : 타자기랑 똑같이 만들고
October 1, 2022, 1:24 AM, 이가은 : 감성 컴퓨터라고 우기면 될듯
October 1, 2022, 1:24 AM, 장동건 : 적당히해야지 ㅋㅋㅋㅋ
October 1, 2022, 1:24 AM, 장동건 : 금속활자 프린터면 살듯
October 1, 2022, 1:25 AM, 이가은 : 어떻게 생겼을까..
October 1, 2022, 1:25 AM, 장동건 : 갠적으로 얘를 쓰는 이유가 있음
October 1, 2022, 1:25 AM, 장동건 : 저 무각을 쓰면
October 1, 2022, 1:25 AM, 장동건 : 키캡이 닳는게 줄어듬
October 1, 2022, 1:25 AM, 양유준 : A4용지 대신 파피루스 안 쓴 거에 감사해라
October 1, 2022, 1:25 AM, 이가은 : ㅋㄲㅋㅋㄱㅋㄲㅋㅋㄱㅋㅋㄱ
October 1, 2022, 1:25 AM, 장동건 : 와
October 1, 2022, 1:25 AM, 장동건 : 저정도면 컨셉충임
October 1, 2022, 1:25 AM, 양유준 : ㅋㅋㅋㅋㅋ
October 1, 2022, 1:25 AM, 이가은 : 키캡이 닳는게 싫으면
October 1, 2022, 1:26 AM, 이가은 : 얘를 사자
October 1, 2022, 1:26 AM, 장동건 : 하..
October 1, 2022, 1:26 AM, 양유준 : ㅋㅋㅋㅋㅋ
October 1, 2022, 1:26 AM, 이가은 : 금속이라 안 닳음
October 1, 2022, 1:26 AM, 양유준 : 가격은 얼마로 하지?
October 1, 2022, 1:26 AM, 이가은 : 대충 감성적으로 199만원 하자
October 1, 2022, 1:27 AM, 이가은 : 아 199만 8천원
October 1, 2022, 1:27 AM, 양유준 : ㅋㅋㅋㅋㅋ 지금 당장 주문하면 직지심체요절을 같이 드립니다
October 1, 2022, 1:27 AM, 장동건 : 1,999,900
October 1, 2022, 1:27 AM, 장동건 : 그거 잘못하면
October 1, 2022, 1:27 AM, 장동건 : 소송걸리니까
October 1, 2022, 1:27 AM, 장동건 : 직지심제요철로 바꾸자
October 1, 2022, 1:28 AM, 양유준 : Made in China 라 상관없음
October 1, 2022, 1:28 AM, 이가은 : 아하
October 1, 2022, 1:28 AM, 이가은 : 맞는듯
October 1, 2022, 1:28 AM, 장동건 : 그럼 됐지 뭐
October 1, 2022, 1:28 AM, 이가은 : 사
October 1, 2022, 1:28 AM, 이가은 : 이제
October 1, 2022, 1:28 AM, 이가은 : 계좌 불러줄게
October 1, 2022, 1:29 AM, 장동건 : ㅇㅇ 불러
October 1, 2022, 1:29 AM, 이가은 : 피자야 계좌 좀 써봐라
October 1, 2022, 1:30 AM, 양유준 : 재고가 없어서 나중에
October 1, 2022, 1:30 AM, 이가은 : 아 예약제래
October 1, 2022, 1:30 AM, 장동건 : 펀딩이야..?
October 1, 2022, 1:31 AM, 양유준 : ㅇ
October 1, 2022, 1:31 AM, 이가은 : 그렇지
October 1, 2022, 1:32 AM, 장동건 : 나도 펀딩할게
October 1, 2022, 1:33 AM, 장동건 : 양자컴퓨터
October 1, 2022, 1:34 AM, 이가은 : ㅇㅇ 일단 보내
October 1, 2022, 1:34 AM, 장동건 : 카뱅 7777-01-8469838
October 1, 2022, 1:35 AM, 이가은 : 아니 be ed 말고;;
October 1, 2022, 1:35 AM, 양유준 : @이가은 이거 누르면 개인정보 나감
전형적인 사기꾼임
October 1, 2022, 1:36 AM, 이가은 : 아...
October 1, 2022, 1:36 AM, 이가은 : 당할뻔
October 1, 2022, 1:36 AM, 장동건 : 미친놈인가 ㅋㅋㅋ
October 1, 2022, 1:36 AM, 양유준 : ㅋㅋㅋ
October 1, 2022, 1:36 AM, 이가은 : 어휴 요즘 세상 무섭네
October 1, 2022, 1:37 AM, 양유준 : 근데 어쩌다 대화가 이렇게 됐지?
October 1, 2022, 1:37 AM, 이가은 : 뭐 주제가 뭔데...?
October 1, 2022, 1:37 AM, 양유준 : 그러게
October 1, 2022, 1:37 AM, 이가은 : 맥락도 주제도 없는...
October 1, 2022, 1:37 AM, 장동건 : 내 키캡..?
October 1, 2022, 1:37 AM, 이가은 : 아 키캡에서 펀딩으로 간거구나
October 1, 2022, 1:38 AM, 이가은 : 자 이제 딴 주제로 가시죠
October 1, 2022, 1:39 AM, 양유준 : 아무거나 말해?
October 1, 2022, 1:39 AM, 장동건 : ㅇㅇ
October 1, 2022, 1:39 AM, 장동건 : 주제가 그지같으면
October 1, 2022, 1:39 AM, 장동건 : 병신샷 한번..
October 1, 2022, 1:39 AM, 이가은 : D-4
October 1, 2022, 1:39 AM, 양유준 : 뭐하지.. 특돼지 근황?
October 1, 2022, 1:40 AM, 이가은 : 안 궁금함
October 1, 2022, 1:40 AM, 양유준 : 근데 특돼쥐와 특돼지 중에 뭐가 정식 명칭임?
October 1, 2022, 1:40 AM, 장동건 : 줴
October 1, 2022, 1:40 AM, 장동건 : '쥐'
October 1, 2022, 1:41 AM, 양유준 : 특돼줴
October 1, 2022, 1:41 AM, 장동건 : 돼지 + 쥐 + 특
October 1, 2022, 1:41 AM, 이가은 : 돼줴인듯
October 1, 2022, 1:41 AM, 양유준 : 
ㅋㅋㅋㅋ
October 1, 2022, 1:41 AM, 이가은 : 발음이 서양적이네
October 1, 2022, 1:42 AM, 장동건 : douge
October 1, 2022, 1:42 AM, 장동건 : 도ㅜ줴
October 1, 2022, 1:42 AM, 이가은 : 불어느낌 난다
October 1, 2022, 1:42 AM, 장동건 : 약간 그런 느낌 남
October 1, 2022, 1:43 AM, 이가은 : 또 주제가...
October 1, 2022, 1:43 AM, 장동건 : duage
October 1, 2022, 1:43 AM, 장동건 : 가 조금 더..
